Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
7349,Alpha Innovations,Display,Men 18-24,30 days,Website,0.15,"$17,040.00",4.97,Los Angeles,Spanish,177,6994,1,Foodies,2021-02-18
7487,TechCorp,Search,Women 25-34,45 days,Google Ads,0.05,"$18,802.00",6.65,New York,Spanish,343,2176,8,Foodies,2021-07-06
7525,TechCorp,Display,Women 35-44,60 days,Email,0.09,"$18,647.00",2.25,Chicago,French,834,1891,10,Fashionistas,2021-08-13
7601,Innovate Industries,Email,Men 25-34,30 days,Facebook,0.03,"$16,137.00",5.43,Chicago,English,234,9674,7,Health & Wellness,2021-10-28
7649,Alpha Innovations,Display,All Ages,45 days,Website,0.02,"$11,675.00",2.94,Los Angeles,English,548,6220,7,Tech Enthusiasts,2021-12-15
7699,Alpha Innovations,Social Media,Women 35-44,60 days,Instagram,0.1,"$14,066.00",5.23,Los Angeles,English,976,1580,3,Health & Wellness,2021-02-03
7715,Innovate Industries,Email,All Ages,45 days,Email,0.09,"$11,266.00",7.09,New York,Spanish,328,9148,6,Outdoor Adventurers,2021-02-19
7719,DataTech Solutions,Search,Women 25-34,30 days,Website,0.07,"$16,912.00",6.9,Miami,Mandarin,128,7451,10,Fashionistas,2021-02-23
7723,NexGen Systems,Email,All Ages,15 days,Email,0.14,"$17,318.00",5.26,Chicago,Mandarin,735,6930,5,Tech Enthusiasts,2021-02-27
7782,Alpha Innovations,Social Media,Men 18-24,45 days,Email,0.08,"$19,636.00",2.42,Miami,Spanish,673,5598,5,Health & Wellness,2021-04-27
7802,NexGen Systems,Social Media,Women 25-34,45 days,Website,0.07,"$19,107.00",7.01,Los Angeles,Spanish,132,3237,1,Foodies,2021-05-17
7816,NexGen Systems,Email,Men 18-24,60 days,Instagram,0.09,"$7,489.00",4.89,New York,German,635,9115,4,Outdoor Adventurers,2021-05-31
7817,DataTech Solutions,Influencer,Women 25-34,45 days,Instagram,0.03,"$6,574.00",3.51,Los Angeles,Mandarin,967,3205,8,Outdoor Adventurers,2021-06-01
7885,Alpha Innovations,Social Media,Women 25-34,15 days,Instagram,0.14,"$6,734.00",3.89,Chicago,French,625,1801,2,Health & Wellness,2021-08-08
7911,TechCorp,Search,Women 35-44,15 days,Website,0.14,"$5,637.00",6.06,New York,French,459,2308,3,Health & Wellness,2021-09-03
8011,NexGen Systems,Display,Women 25-34,45 days,Facebook,0.12,"$10,187.00",2.27,Los Angeles,Spanish,730,4593,6,Foodies,2021-12-12
8020,TechCorp,Influencer,Women 35-44,45 days,Instagram,0.07,"$12,734.00",5.31,Los Angeles,English,512,5735,7,Tech Enthusiasts,2021-12-21
8053,DataTech Solutions,Display,Women 35-44,15 days,Email,0.12,"$14,720.00",7.77,Houston,Mandarin,646,3979,9,Tech Enthusiasts,2021-01-23
8106,NexGen Systems,Influencer,Women 35-44,45 days,Email,0.03,"$7,293.00",2.4,Los Angeles,English,691,4743,4,Fashionistas,2021-03-17
8114,Innovate Industries,Search,All Ages,60 days,YouTube,0.05,"$11,367.00",2.43,Los Angeles,Spanish,388,6895,10,Tech Enthusiasts,2021-03-25
8170,NexGen Systems,Influencer,Men 25-34,45 days,Instagram,0.08,"$13,189.00",5.06,Chicago,German,532,6382,10,Health & Wellness,2021-05-20
8198,NexGen Systems,Display,Men 18-24,30 days,Website,0.09,"$12,834.00",3.16,Chicago,German,501,4773,6,Tech Enthusiasts,2021-06-17
8209,DataTech Solutions,Social Media,Women 25-34,45 days,Google Ads,0.14,"$7,305.00",6.4,Miami,Spanish,233,8598,2,Fashionistas,2021-06-28
8263,DataTech Solutions,Display,Women 35-44,30 days,Website,0.13,"$5,505.00",3.96,Los Angeles,Mandarin,545,7980,3,Foodies,2021-08-21
8278,TechCorp,Influencer,Women 35-44,15 days,Email,0.03,"$14,209.00",3.68,Chicago,Spanish,750,5858,1,Fashionistas,2021-09-05
8296,Alpha Innovations,Search,Women 35-44,45 days,Google Ads,0.06,"$6,688.00",5.29,Houston,English,323,5970,9,Foodies,2021-09-23
8354,TechCorp,Influencer,Men 25-34,15 days,Instagram,0.12,"$14,930.00",7.15,Los Angeles,Spanish,953,3316,4,Health & Wellness,2021-11-20
8416,NexGen Systems,Social Media,All Ages,45 days,Facebook,0.08,"$19,089.00",7.66,Chicago,German,749,7757,9,Foodies,2021-01-21
8443,Innovate Industries,Search,All Ages,30 days,Facebook,0.06,"$14,288.00",7.08,Los Angeles,French,654,9965,2,Outdoor Adventurers,2021-02-17
8605,Alpha Innovations,Influencer,All Ages,30 days,YouTube,0.14,"$13,620.00",4.51,New York,Mandarin,254,4013,1,Foodies,2021-07-29
8628,Innovate Industries,Search,All Ages,60 days,Facebook,0.07,"$5,811.00",3.16,Chicago,English,430,7551,1,Health & Wellness,2021-08-21
8656,Alpha Innovations,Search,Men 25-34,30 days,Website,0.09,"$19,661.00",2.26,Miami,French,424,7707,9,Fashionistas,2021-09-18
8751,Innovate Industries,Social Media,Men 18-24,30 days,Website,0.05,"$8,474.00",4.04,Los Angeles,English,988,3770,9,Outdoor Adventurers,2021-12-22
8791,TechCorp,Social Media,Women 25-34,15 days,Instagram,0.07,"$12,668.00",5.6,Houston,English,188,4957,1,Foodies,2021-01-31
8857,Innovate Industries,Display,Men 18-24,30 days,YouTube,0.01,"$5,706.00",6.6,Los Angeles,Spanish,885,3957,6,Foodies,2021-04-07
8949,Innovate Industries,Influencer,Men 25-34,45 days,Facebook,0.15,"$13,706.00",5.3,Miami,French,758,1050,2,Tech Enthusiasts,2021-07-08
8969,Innovate Industries,Influencer,Women 25-34,60 days,Email,0.04,"$19,506.00",6.52,Los Angeles,Spanish,618,4544,4,Fashionistas,2021-07-28
9015,DataTech Solutions,Email,Men 18-24,30 days,Email,0.15,"$8,712.00",6.65,New York,German,314,7944,4,Fashionistas,2021-09-12
9026,Innovate Industries,Influencer,Men 25-34,15 days,Instagram,0.09,"$12,583.00",3.27,Miami,Spanish,811,3896,7,Fashionistas,2021-09-23
9109,NexGen Systems,Email,All Ages,60 days,Facebook,0.07,"$10,262.00",3.73,New York,Spanish,412,1179,1,Health & Wellness,2021-12-15
9124,TechCorp,Social Media,Men 18-24,30 days,Website,0.13,"$6,699.00",5.01,Miami,English,937,7182,6,Outdoor Adventurers,2021-12-30
9156,DataTech Solutions,Social Media,Men 25-34,60 days,YouTube,0.07,"$13,780.00",5.42,Miami,French,145,4734,8,Health & Wellness,2021-01-31
9162,NexGen Systems,Influencer,Women 25-34,60 days,YouTube,0.04,"$8,113.00",7.05,New York,Spanish,596,1606,8,Fashionistas,2021-02-06
9195,TechCorp,Social Media,Men 25-34,15 days,Instagram,0.02,"$15,517.00",3.22,Houston,French,315,7539,4,Outdoor Adventurers,2021-03-11
9198,NexGen Systems,Social Media,Men 25-34,60 days,Website,0.03,"$17,099.00",4.21,Chicago,French,591,7845,6,Fashionistas,2021-03-14
9313,Innovate Industries,Display,Women 35-44,15 days,Website,0.04,"$13,588.00",2.17,Miami,French,228,1281,5,Outdoor Adventurers,2021-07-07
9393,NexGen Systems,Influencer,Men 18-24,45 days,Instagram,0.13,"$16,278.00",4.12,New York,Spanish,854,1045,3,Foodies,2021-09-25
9435,NexGen Systems,Social Media,Women 25-34,15 days,Instagram,0.03,"$6,379.00",7.58,Chicago,French,735,9096,3,Tech Enthusiasts,2021-11-06
9448,NexGen Systems,Influencer,Men 25-34,45 days,YouTube,0.12,"$9,055.00",3.87,Houston,German,521,2649,4,Health & Wellness,2021-11-19
9493,Alpha Innovations,Social Media,Women 35-44,30 days,Facebook,0.1,"$6,202.00",6.99,Los Angeles,Spanish,935,4694,8,Tech Enthusiasts,2021-01-03
9498,NexGen Systems,Email,Women 35-44,15 days,YouTube,0.12,"$19,946.00",2.16,Miami,Spanish,323,2793,8,Health & Wellness,2021-01-08
9571,NexGen Systems,Search,All Ages,60 days,Website,0.13,"$12,443.00",6.75,Los Angeles,French,319,3080,3,Outdoor Adventurers,2021-03-22
9576,Innovate Industries,Email,Men 25-34,30 days,Email,0.06,"$16,264.00",7.45,Chicago,English,551,3145,6,Foodies,2021-03-27
9660,Alpha Innovations,Social Media,Women 25-34,45 days,Website,0.11,"$7,855.00",6.7,New York,Spanish,814,7656,8,Outdoor Adventurers,2021-06-19
9681,Alpha Innovations,Influencer,Women 25-34,60 days,Google Ads,0.12,"$16,007.00",5.39,Los Angeles,Mandarin,102,8610,4,Fashionistas,2021-07-10
9759,NexGen Systems,Search,Women 25-34,30 days,Email,0.02,"$18,835.00",3.87,Chicago,English,391,5800,4,Outdoor Adventurers,2021-09-26
9787,Alpha Innovations,Email,Men 25-34,15 days,Google Ads,0.07,"$7,672.00",5.98,Houston,Mandarin,523,2823,6,Foodies,2021-10-24
9795,NexGen Systems,Search,All Ages,30 days,Google Ads,0.04,"$13,658.00",5.15,New York,Spanish,136,6930,10,Tech Enthusiasts,2021-11-01
9849,Alpha Innovations,Influencer,Men 25-34,15 days,Google Ads,0.09,"$7,678.00",5.71,Los Angeles,Spanish,888,1995,3,Tech Enthusiasts,2021-12-25
9955,TechCorp,Email,All Ages,45 days,Email,0.06,"$15,726.00",7.28,New York,Mandarin,772,1125,8,Tech Enthusiasts,2021-04-10
9970,Alpha Innovations,Search,Men 18-24,60 days,Instagram,0.03,"$16,802.00",4.57,Houston,German,265,3445,1,Tech Enthusiasts,2021-04-25
9990,TechCorp,Email,Women 25-34,60 days,Email,0.1,"$6,736.00",7.27,Los Angeles,French,469,8067,7,Tech Enthusiasts,2021-05-15
10011,NexGen Systems,Social Media,Women 25-34,15 days,Instagram,0.04,"$10,986.00",4.78,Los Angeles,German,942,8172,1,Outdoor Adventurers,2021-06-05
10046,TechCorp,Influencer,Women 25-34,60 days,Google Ads,0.02,"$8,431.00",3.92,Chicago,English,117,1856,4,Outdoor Adventurers,2021-07-10
10064,TechCorp,Search,Men 18-24,15 days,Email,0.08,"$13,917.00",4.37,Chicago,German,239,9963,1,Fashionistas,2021-07-28
10076,Innovate Industries,Email,Women 35-44,15 days,Facebook,0.06,"$6,349.00",2.21,Houston,English,874,7624,1,Foodies,2021-08-09
10107,Alpha Innovations,Email,All Ages,45 days,Website,0.03,"$18,534.00",7.01,New York,English,867,9582,8,Fashionistas,2021-09-09
10119,NexGen Systems,Social Media,Men 25-34,30 days,Facebook,0.1,"$12,258.00",2.25,Miami,French,175,2936,8,Foodies,2021-09-21
10145,Innovate Industries,Email,Women 25-34,15 days,Email,0.08,"$7,075.00",2.86,Houston,German,920,3401,5,Foodies,2021-10-17
10164,Innovate Industries,Email,Women 25-34,45 days,YouTube,0.09,"$14,997.00",7.24,Los Angeles,French,963,2440,1,Tech Enthusiasts,2021-11-05
10257,DataTech Solutions,Email,All Ages,30 days,Google Ads,0.13,"$9,538.00",3.88,Houston,Spanish,760,5660,2,Health & Wellness,2021-02-06
10315,Innovate Industries,Display,All Ages,60 days,Website,0.08,"$10,960.00",2.84,New York,English,299,5328,4,Fashionistas,2021-04-05
10327,DataTech Solutions,Influencer,Men 18-24,30 days,Instagram,0.08,"$17,617.00",6.11,Los Angeles,German,490,4432,8,Fashionistas,2021-04-17
10357,Innovate Industries,Influencer,All Ages,15 days,Website,0.04,"$18,007.00",2.56,Los Angeles,French,853,8175,5,Tech Enthusiasts,2021-05-17
10473,Innovate Industries,Search,Women 35-44,60 days,Google Ads,0.03,"$8,197.00",5.27,New York,English,455,3285,2,Tech Enthusiasts,2021-09-10
10558,TechCorp,Influencer,All Ages,45 days,Website,0.02,"$7,772.00",7.51,Chicago,German,868,1445,3,Foodies,2021-12-04
10625,TechCorp,Email,Men 18-24,45 days,Google Ads,0.02,"$11,173.00",3.23,Houston,Spanish,132,9840,9,Fashionistas,2021-02-09
10646,Alpha Innovations,Search,Men 18-24,15 days,YouTube,0.1,"$17,474.00",2.02,Los Angeles,Spanish,956,4761,6,Health & Wellness,2021-03-02
10654,TechCorp,Influencer,Women 25-34,30 days,Instagram,0.13,"$10,187.00",2.34,Houston,German,536,5160,2,Outdoor Adventurers,2021-03-10
10660,Alpha Innovations,Search,Women 35-44,60 days,Facebook,0.07,"$15,346.00",2.28,Miami,German,237,2758,2,Outdoor Adventurers,2021-03-16
10707,NexGen Systems,Display,Women 25-34,60 days,Instagram,0.04,"$6,439.00",5.26,Chicago,Spanish,366,5025,4,Foodies,2021-05-02
10829,NexGen Systems,Display,Men 25-34,15 days,Email,0.06,"$17,956.00",3.55,Houston,Mandarin,758,2470,4,Health & Wellness,2021-09-01
10860,TechCorp,Influencer,Women 35-44,15 days,YouTube,0.05,"$8,614.00",5.27,Miami,Mandarin,998,8123,7,Foodies,2021-10-02
11097,NexGen Systems,Social Media,Men 18-24,60 days,Instagram,0.02,"$8,268.00",3.93,Houston,Spanish,983,2479,1,Outdoor Adventurers,2021-05-27
11130,NexGen Systems,Email,All Ages,30 days,Website,0.07,"$17,848.00",2.15,Houston,Spanish,818,3854,6,Foodies,2021-06-29
11200,NexGen Systems,Social Media,Women 25-34,15 days,Facebook,0.02,"$18,171.00",5.52,New York,French,404,8634,8,Foodies,2021-09-07
11251,Alpha Innovations,Email,Women 35-44,60 days,YouTube,0.01,"$15,577.00",6.1,Chicago,Spanish,988,5116,1,Outdoor Adventurers,2021-10-28
11349,NexGen Systems,Social Media,Women 35-44,15 days,Google Ads,0.11,"$8,470.00",2.33,New York,French,522,5541,8,Fashionistas,2021-02-03
11363,Alpha Innovations,Social Media,All Ages,15 days,Google Ads,0.13,"$17,347.00",7.01,Los Angeles,German,503,4573,7,Health & Wellness,2021-02-17
11375,TechCorp,Search,Men 25-34,60 days,Google Ads,0.13,"$15,076.00",2.63,Los Angeles,German,542,8133,1,Tech Enthusiasts,2021-03-01
11472,DataTech Solutions,Display,Men 18-24,60 days,Instagram,0.07,"$14,080.00",6.94,Chicago,English,354,5170,8,Tech Enthusiasts,2021-06-06
11476,TechCorp,Display,All Ages,30 days,YouTube,0.09,"$18,415.00",3.12,New York,German,113,4161,8,Health & Wellness,2021-06-10
11480,TechCorp,Email,All Ages,30 days,YouTube,0.11,"$10,647.00",5.6,New York,Spanish,398,7290,3,Health & Wellness,2021-06-14
11513,TechCorp,Display,Men 18-24,30 days,Facebook,0.04,"$13,744.00",4.96,Chicago,Spanish,855,4899,7,Health & Wellness,2021-07-17
11542,NexGen Systems,Social Media,Men 18-24,60 days,Google Ads,0.12,"$7,219.00",2.57,Los Angeles,German,103,6482,1,Foodies,2021-08-15
11563,Alpha Innovations,Email,Men 25-34,45 days,Instagram,0.08,"$12,633.00",2.28,Chicago,English,728,8723,10,Outdoor Adventurers,2021-09-05
11588,TechCorp,Display,All Ages,15 days,YouTube,0.13,"$16,609.00",7.44,Miami,Mandarin,827,6388,6,Fashionistas,2021-09-30
11608,DataTech Solutions,Display,Women 35-44,60 days,Google Ads,0.09,"$16,792.00",4.67,New York,Spanish,904,3873,1,Foodies,2021-10-20
11631,TechCorp,Display,All Ages,45 days,Google Ads,0.04,"$13,067.00",4.88,Miami,German,778,6918,1,Health & Wellness,2021-11-12
11639,Innovate Industries,Search,Men 18-24,60 days,Instagram,0.06,"$6,667.00",2.17,Houston,Mandarin,190,7583,9,Outdoor Adventurers,2021-11-20
11674,Innovate Industries,Social Media,Men 18-24,15 days,Google Ads,0.05,"$13,720.00",3.74,Miami,English,133,4785,6,Fashionistas,2021-12-25
11874,TechCorp,Social Media,Women 35-44,60 days,Google Ads,0.05,"$15,277.00",2.46,Houston,French,689,3962,9,Health & Wellness,2021-07-13
11965,TechCorp,Display,All Ages,45 days,Facebook,0.13,"$6,145.00",5.05,New York,Spanish,486,7763,2,Fashionistas,2021-10-12
12036,NexGen Systems,Influencer,Women 35-44,45 days,Instagram,0.12,"$13,394.00",5.59,Miami,French,164,2942,1,Outdoor Adventurers,2021-12-22
12146,Innovate Industries,Display,All Ages,15 days,Google Ads,0.1,"$14,750.00",2.69,Los Angeles,Spanish,290,2603,2,Foodies,2021-04-11
12181,Innovate Industries,Search,Men 25-34,60 days,Google Ads,0.09,"$16,764.00",4.16,Los Angeles,French,178,2442,10,Health & Wellness,2021-05-16
12218,Innovate Industries,Influencer,Men 18-24,45 days,Facebook,0.12,"$18,279.00",2.74,New York,French,270,7398,9,Outdoor Adventurers,2021-06-22
12273,Innovate Industries,Email,Men 25-34,15 days,Facebook,0.07,"$15,253.00",7.7,New York,Mandarin,928,3111,6,Health & Wellness,2021-08-16
12330,DataTech Solutions,Influencer,Women 35-44,45 days,Instagram,0.05,"$19,605.00",4.5,New York,Spanish,815,1696,1,Tech Enthusiasts,2021-10-12
12340,Innovate Industries,Search,Men 18-24,60 days,Instagram,0.07,"$12,290.00",7.31,Houston,English,475,1290,9,Foodies,2021-10-22
12409,TechCorp,Email,Men 18-24,60 days,Website,0.05,"$15,547.00",7.06,Miami,Mandarin,711,3641,6,Fashionistas,2021-12-30
12483,TechCorp,Social Media,Men 25-34,15 days,YouTube,0.06,"$14,999.00",3.73,Houston,Mandarin,754,4145,8,Outdoor Adventurers,2021-03-14
12510,TechCorp,Search,Men 18-24,15 days,Instagram,0.07,"$18,538.00",2.88,Miami,English,777,5250,8,Outdoor Adventurers,2021-04-10
12519,Alpha Innovations,Social Media,Women 25-34,45 days,Google Ads,0.04,"$17,995.00",3.37,New York,Mandarin,833,2605,1,Health & Wellness,2021-04-19
12532,Innovate Industries,Social Media,Women 35-44,15 days,Google Ads,0.06,"$16,123.00",4.76,Chicago,Spanish,951,8403,9,Foodies,2021-05-02
12593,TechCorp,Search,Men 25-34,30 days,Website,0.13,"$6,610.00",5.38,Los Angeles,French,722,6644,6,Foodies,2021-07-02
12594,Alpha Innovations,Display,All Ages,15 days,Facebook,0.12,"$13,100.00",2.21,Miami,German,486,6944,2,Outdoor Adventurers,2021-07-03
12622,TechCorp,Search,Men 18-24,15 days,YouTube,0.03,"$7,051.00",3.0,Chicago,French,387,4995,3,Health & Wellness,2021-07-31
12751,Innovate Industries,Search,Men 18-24,30 days,Instagram,0.01,"$13,775.00",3.02,Houston,Spanish,498,8268,5,Tech Enthusiasts,2021-12-07
12784,Alpha Innovations,Social Media,Men 25-34,15 days,Google Ads,0.01,"$17,814.00",2.51,Los Angeles,English,510,2352,8,Tech Enthusiasts,2021-01-09
12795,DataTech Solutions,Email,All Ages,15 days,Website,0.01,"$10,890.00",2.41,Miami,German,782,5761,3,Foodies,2021-01-20
12845,Alpha Innovations,Social Media,All Ages,30 days,Facebook,0.11,"$15,038.00",5.03,Houston,German,230,2573,8,Foodies,2021-03-11
12856,Innovate Industries,Search,Women 35-44,15 days,Instagram,0.1,"$10,834.00",5.5,Miami,Spanish,837,2484,1,Health & Wellness,2021-03-22
12945,TechCorp,Search,All Ages,45 days,Website,0.06,"$16,970.00",4.35,Los Angeles,Mandarin,327,6642,2,Health & Wellness,2021-06-19
12979,Innovate Industries,Influencer,Men 25-34,60 days,YouTube,0.09,"$11,167.00",3.38,New York,Spanish,763,4051,1,Fashionistas,2021-07-23
12980,DataTech Solutions,Display,Women 35-44,30 days,YouTube,0.14,"$7,849.00",2.72,Chicago,French,226,5270,8,Fashionistas,2021-07-24
13014,NexGen Systems,Influencer,Men 25-34,45 days,Email,0.12,"$11,881.00",7.57,Chicago,English,916,8387,5,Fashionistas,2021-08-27
13041,Innovate Industries,Influencer,Men 25-34,30 days,Facebook,0.1,"$17,924.00",4.31,Chicago,German,183,4690,1,Health & Wellness,2021-09-23
13067,Innovate Industries,Search,Men 18-24,15 days,Instagram,0.12,"$15,145.00",7.29,New York,Spanish,183,4472,8,Foodies,2021-10-19
13070,DataTech Solutions,Influencer,Women 25-34,15 days,YouTube,0.03,"$9,244.00",6.96,New York,German,102,8971,2,Outdoor Adventurers,2021-10-22
13090,NexGen Systems,Email,Men 25-34,45 days,Website,0.11,"$12,292.00",6.8,New York,French,871,3961,5,Tech Enthusiasts,2021-11-11
13132,TechCorp,Social Media,Women 35-44,45 days,Website,0.12,"$18,980.00",4.04,Los Angeles,French,188,8105,1,Outdoor Adventurers,2021-12-23
13155,Alpha Innovations,Display,Women 35-44,15 days,YouTube,0.02,"$17,689.00",5.41,Houston,German,942,6173,5,Outdoor Adventurers,2021-01-15
13247,DataTech Solutions,Display,All Ages,45 days,Instagram,0.06,"$11,617.00",2.06,Los Angeles,Mandarin,506,9589,2,Fashionistas,2021-04-17
13250,Alpha Innovations,Influencer,All Ages,15 days,YouTube,0.12,"$12,010.00",3.79,Chicago,Mandarin,334,3230,10,Fashionistas,2021-04-20
13260,NexGen Systems,Display,Women 25-34,15 days,Facebook,0.15,"$18,492.00",5.94,Miami,English,145,8578,1,Tech Enthusiasts,2021-04-30
13292,DataTech Solutions,Social Media,Women 25-34,30 days,Instagram,0.07,"$18,556.00",5.82,Los Angeles,Mandarin,156,6377,9,Foodies,2021-06-01
13325,TechCorp,Email,Men 25-34,30 days,Facebook,0.03,"$9,482.00",3.07,New York,German,146,6727,6,Fashionistas,2021-07-04
13362,DataTech Solutions,Search,Women 35-44,15 days,Google Ads,0.13,"$8,748.00",7.45,Houston,French,687,9473,2,Tech Enthusiasts,2021-08-10
13392,Innovate Industries,Social Media,Men 18-24,45 days,Website,0.13,"$8,486.00",5.31,Houston,Mandarin,218,3804,7,Foodies,2021-09-09
13469,NexGen Systems,Display,Men 25-34,45 days,YouTube,0.13,"$14,533.00",6.06,Houston,Spanish,636,6482,6,Health & Wellness,2021-11-25
13480,TechCorp,Social Media,Men 25-34,60 days,Website,0.13,"$5,602.00",5.16,Miami,English,320,1699,7,Tech Enthusiasts,2021-12-06
13483,DataTech Solutions,Social Media,Men 18-24,45 days,Facebook,0.02,"$10,739.00",4.53,Miami,German,839,2822,1,Fashionistas,2021-12-09
13495,TechCorp,Email,Men 25-34,45 days,YouTube,0.08,"$14,048.00",3.27,New York,French,169,4810,4,Tech Enthusiasts,2021-12-21
13558,TechCorp,Email,Men 18-24,60 days,Instagram,0.12,"$5,130.00",2.72,Miami,German,397,2280,7,Tech Enthusiasts,2021-02-22
13593,NexGen Systems,Influencer,All Ages,15 days,Instagram,0.04,"$16,776.00",5.3,New York,English,996,5737,6,Fashionistas,2021-03-29
13845,NexGen Systems,Search,Men 25-34,60 days,Website,0.05,"$18,169.00",3.88,Chicago,Mandarin,744,4287,9,Tech Enthusiasts,2021-12-06
13846,TechCorp,Search,Women 25-34,60 days,Website,0.03,"$10,962.00",7.07,Chicago,Spanish,323,4585,2,Tech Enthusiasts,2021-12-07
13862,Alpha Innovations,Influencer,Women 35-44,15 days,Google Ads,0.03,"$12,970.00",4.68,Houston,Spanish,625,2804,6,Foodies,2021-12-23
13865,NexGen Systems,Social Media,Women 25-34,60 days,Google Ads,0.12,"$7,172.00",2.91,Los Angeles,English,477,1446,1,Foodies,2021-12-26
13872,TechCorp,Search,Women 35-44,15 days,Instagram,0.02,"$5,324.00",2.61,Houston,Mandarin,779,3442,10,Foodies,2021-01-02
13897,NexGen Systems,Influencer,Women 35-44,15 days,YouTube,0.1,"$11,374.00",5.1,New York,Spanish,209,5088,6,Foodies,2021-01-27
14045,NexGen Systems,Social Media,Men 18-24,45 days,YouTube,0.05,"$6,841.00",7.4,New York,German,122,4727,6,Tech Enthusiasts,2021-06-24
14145,DataTech Solutions,Display,Women 35-44,30 days,Google Ads,0.08,"$19,806.00",5.49,Houston,Mandarin,205,1391,8,Tech Enthusiasts,2021-10-02
14179,DataTech Solutions,Influencer,All Ages,45 days,Instagram,0.13,"$7,656.00",6.29,Los Angeles,French,921,6786,2,Fashionistas,2021-11-05
